1000 3400
30:0.030878 36:0.034079 50:0.033118 59:0.032279 68:0.030887 156:0.030234 228:0.034465 290:0.053702 317:0.051554 334:0.039365 349:0.030984 453:0.033394 488:0.045377 517:0.048195 537:0.121068 555:0.032846 557:0.033500 602:0.071196 663:0.069703 745:0.033823 746:0.034270 749:0.058753 752:0.037603 769:0.104429 777:0.121043 877:0.031150 969:0.063215 991:0.030027 1042:0.032642 1084:0.030339 1171:0.065878 1194:0.050198 1212:0.034542 1276:0.033551 1449:0.037942 1555:0.035030 1557:0.038039 1558:0.045384 1560:0.043514 1577:0.036363 1584:0.033657 1615:0.033857 1616:0.048214 1627:0.039372 1746:0.029381 1752:0.031539 1768:0.045217 1773:0.045053 1787:0.076115 1816:0.044996 1817:0.044954 1827:0.055214 1955:0.034598 2047:0.035746 2110:0.051009 2158:0.126956 2257:0.031390 2260:0.103191 2261:0.207604 2262:0.107258 2281:0.040492 2284:0.033176 2384:0.031256 2449:0.333372 2450:0.041908 2481:0.030065 2593:0.037814 2611:0.043513 2633:0.045020 2649:0.050115 2683:0.039607 2685:0.328956 2714:0.031325 2775:0.032932 2814:0.032442 2818:0.038893 2892:0.055558 2902:0.032614 2904:0.031446 2960:0.058527 3013:0.029744 3020:0.038410 3035:0.078499 3054:0.034085 3060:0.196401 3065:0.253584 3068:0.165367 3069:0.063100 3070:0.074947 3071:0.181212 3090:0.058306 3110:0.030953 3124:0.036448 3158:0.045669 3184:0.036454 3278:0.044592 3279:0.116647 3321:0.198119 3327:0.993019 3331:0.030479
30:0.031029 36:0.021903 49:0.026739 56:0.021607 57:0.022348 110:0.021857 204:0.022440 211:0.023378 242:0.024078 251:0.025602 260:0.026710 261:0.042967 269:0.028062 284:0.032542 290:0.097744 304:0.023920 341:0.031637 344:0.029820 438:0.040828 463:0.033686 465:0.027217 466:0.028103 491:0.046461 523:0.021826 583:0.020865 600:0.037938 643:0.024784 826:0.037677 859:0.028678 861:0.037027 896:0.148110 904:0.024978 946:0.024045 953:0.020878 1152:0.031179 1231:0.024404 1233:0.023358 1258:0.028432 1261:0.021120 1289:0.023626 1381:0.027251 1417:0.021565 1525:0.023778 1557:0.021347 1558:0.032061 1569:0.044206 1627:0.181471 1697:0.030020 1714:0.021419 1773:0.023425 1781:0.040188 1818:0.507058 1825:0.020987 1877:0.021422 1920:0.023853 1922:0.025699 1992:0.024472 1994:0.032564 2013:0.030931 2085:0.023649 2090:0.059460 2187:0.020804 2214:0.102841 2271:0.026628 2281:0.033157 2300:0.024555 2349:0.022332 2417:0.270530 2438:0.024417 2447:0.053192 2507:0.188358 2649:0.083612 2654:0.023263 2661:0.028361 2684:0.021343 2685:0.057791 2687:0.030442 2696:0.286970 2699:0.024951 2714:0.024817 2716:0.028040 2861:0.022163 2882:0.023905 2898:0.029628 2909:0.022964 2910:0.024530 2996:0.036302 2998:0.020820 3027:0.023197 3057:0.028781 3073:0.022313 3096:0.022768 3156:0.021674 3187:0.030683 3201:0.024681 3217:0.020775 3225:0.021086 3278:0.020830 3321:0.114336 3327:0.771287
19:0.028722 30:0.027001 57:0.029036 67:0.039355 140:0.037409 249:0.056072 252:0.025517 255:0.028497 291:0.032318 333:0.037663 370:0.025238 486:0.023943 537:0.045389 590:0.023551 704:0.066638 752:0.024168 830:0.034108 917:0.035017 929:0.037528 953:0.024879 994:0.040862 1011:0.195471 1037:0.475446 1194:0.067788 1200:0.028949 1207:0.025611 1267:0.027033 1417:0.038851 1434:0.028225 1532:0.028541 1547:0.047968 1562:0.035479 1574:0.024492 1577:0.026060 1578:0.024457 1658:0.025159 1683:0.062958 1723:0.030779 1742:0.058079 1781:0.031876 1784:0.032410 1787:0.083882 1827:0.028099 1884:0.031675 1909:0.022408 1922:0.025858 1943:0.099715 1961:0.051328 1963:0.071991 1964:0.028371 1967:0.059956 2008:0.030127 2013:0.025866 2016:0.042193 2090:0.034413 2133:0.034680 2151:0.031030 2198:0.037031 2327:0.042843 2332:0.030549 2364:0.060170 2375:0.024743 2405:0.026606 2424:0.030369 2459:0.038242 2491:0.022993 2537:0.024863 2557:0.032404 2573:0.110100 2578:0.036283 2636:0.023075 2639:0.022389 2685:0.896176 2710:0.143195 2716:0.076890 2775:0.026827 2814:0.208757 2815:0.038821 2818:0.041026 2843:0.025377 2846:0.023289 2964:0.025188 3013:0.023609 3043:0.029660 3057:0.030039 3065:0.044870 3075:0.022652 3078:0.022764 3134:0.035840 3136:0.041317 3283:0.037714 3297:0.667121 3298:0.093906 3300:0.066957 3301:0.058343 3304:0.023919 3307:0.028147 3321:0.538676 3327:0.784615 3378:0.024072
30:0.024290 59:0.017456 67:0.021257 78:0.020421 122:0.021085 145:0.017271 237:0.017665 305:0.025675 325:0.019095 329:0.017388 343:0.017620 374:0.018002 490:0.021744 517:0.018296 624:0.017513 663:0.017737 676:0.019058 740:0.018352 745:0.029166 746:0.022139 785:0.027771 909:0.018643 1055:0.017630 1066:0.017475 1093:0.033787 1152:0.018866 1155:0.017236 1193:0.029832 1200:0.024355 1201:0.019251 1241:0.018988 1267:0.017336 1417:0.060349 1422:0.020857 1560:0.022746 1574:0.103554 1576:0.018959 1577:0.062726 1578:0.039223 1584:0.020291 1627:0.023604 1664:0.017212 1709:0.018868 1802:0.037036 1810:0.024880 1824:0.019937 1943:0.017800 1964:0.036156 2158:0.021721 2170:0.020680 2252:0.018102 2260:0.402028 2261:0.249940 2262:0.022877 2281:0.030340 2327:0.019324 2337:0.025852 2352:0.017383 2364:0.019535 2419:0.017315 2424:0.018478 2521:0.023909 2549:0.020161 2584:0.018889 2592:0.026583 2593:0.025835 2633:0.024789 2683:0.024266 2685:0.037402 2701:0.019269 2703:0.022498 2749:0.018055 2818:0.074860 2820:0.020963 2843:0.036557 2857:0.019835 2911:0.079839 2927:0.018237 2995:0.017262 2998:0.017203 3013:0.018908 3019:0.019305 3034:0.017291 3053:0.024170 3054:0.029066 3057:0.017208 3060:0.023805 3065:0.033814 3082:0.021716 3099:0.021465 3134:0.033648 3136:0.077505 3234:0.017494 3278:0.022612 3317:0.040746 3318:0.124932 3321:0.028933 3327:0.435608 3352:0.153590 3356:0.073311
23:0.020626 30:0.029355 57:0.021138 59:0.021719 67:0.020340 93:0.040499 204:0.026105 269:0.020763 284:0.025124 290:0.032613 300:0.039442 301:0.077668 362:0.021881 397:0.131854 433:0.023332 463:0.023812 483:0.021498 489:0.020186 491:0.025008 499:0.024408 594:0.025239 640:0.021735 690:0.021502 745:0.030119 749:0.028989 785:0.022517 789:0.024589 826:0.020336 953:0.023987 955:0.025868 1062:0.021566 1077:0.022709 1090:0.021912 1131:0.020843 1156:0.020185 1194:0.113637 1212:0.025179 1381:0.023574 1416:0.021378 1417:0.099173 1445:0.030045 1544:0.023541 1563:0.020879 1569:0.022260 1627:0.032291 1637:0.021326 1647:0.021886 1697:0.025886 1707:0.025649 1714:0.020665 1722:0.020199 1742:0.133268 1755:0.025114 1781:0.044484 1810:0.022019 1855:0.068274 1877:0.022223 1884:0.022100 1967:0.024379 1970:0.025369 1976:0.136423 2000:0.022407 2047:0.021361 2090:0.022594 2151:0.023301 2203:0.464585 2208:0.078586 2223:0.024652 2230:0.020356 2281:0.031332 2315:0.022419 2370:0.025471 2417:0.213734 2564:0.020888 2578:0.022736 2605:0.020752 2649:0.021095 2661:0.020557 2676:0.020337 2685:0.037965 2710:0.023586 2740:0.123297 2861:0.021414 2898:0.025685 2924:0.022290 2984:0.023546 2998:0.026041 3073:0.034548 3091:0.021013 3116:0.020753 3128:0.026872 3143:0.021049 3201:0.034245 3230:0.020876 3312:0.020212 3327:0.902635 3361:0.037853 3368:0.020280 3373:0.029394 3374:0.022505
59:0.022934 140:0.024339 148:0.024435 149:0.027857 208:0.023554 248:0.033474 268:0.033706 290:0.056003 291:0.037312 340:0.049233 343:0.023464 382:0.027382 462:0.023684 465:0.024731 490:0.024034 549:0.024882 629:0.024858 739:0.025837 745:0.029466 769:0.042654 780:0.024227 814:0.023730 880:0.029275 914:0.026624 929:0.033342 968:0.025182 994:0.027633 1011:0.038873 1037:0.025461 1055:0.024517 1066:0.043913 1081:0.026896 1082:0.029205 1122:0.023205 1175:0.052848 1193:0.034389 1194:0.029164 1199:0.026416 1267:0.029952 1349:0.025080 1574:0.036794 1575:0.025672 1578:0.025494 1627:0.052491 1652:0.030310 1746:0.034596 1751:0.025744 1787:0.154841 1796:0.023119 1824:0.023874 1827:0.047977 1900:0.025745 1915:0.051540 1964:0.091922 2026:0.062179 2083:0.026197 2170:0.025467 2252:0.029515 2260:0.189972 2261:0.116784 2327:0.024185 2337:0.044506 2402:0.026447 2459:0.028195 2549:0.031062 2573:0.043481 2592:0.053456 2595:0.023625 2636:0.025347 2685:0.085331 2710:0.043254 2716:0.026220 2720:0.022782 2774:0.025745 2814:0.026109 2818:0.302420 2820:0.025686 2843:0.050675 2857:0.027662 2869:0.022817 2893:0.026620 2911:0.061602 2936:0.024070 2956:0.024111 3013:0.025138 3034:0.084250 3035:0.027046 3065:0.036288 3078:0.025413 3099:0.023315 3136:0.051353 3189:0.025600 3216:0.026449 3283:0.035709 3297:0.173438 3298:0.041822 3301:0.023083 3321:0.286075 3327:0.942167 3363:0.037772
30:0.022547 60:0.019793 133:0.022883 204:0.020250 242:0.020835 268:0.023338 269:0.022308 284:0.032779 290:0.066472 291:0.025335 489:0.024172 590:0.019496 640:0.019947 676:0.019650 782:0.028321 826:0.023240 861:0.020241 896:0.039470 953:0.019817 955:0.020031 994:0.035396 1205:0.035688 1257:0.019611 1261:0.023091 1330:0.019960 1343:0.020108 1377:0.037423 1379:0.024943 1381:0.027573 1417:0.020633 1423:0.019599 1437:0.041358 1445:0.031333 1552:0.040500 1557:0.020534 1569:0.020517 1627:0.298976 1674:0.031408 1675:0.023707 1693:0.021299 1697:0.022238 1746:0.029297 1755:0.019578 1758:0.021044 1781:0.092458 1810:0.027097 1841:0.021157 1877:0.023675 1905:0.028304 1911:0.023257 1922:0.021015 1963:0.021215 1967:0.020273 1976:0.029186 2000:0.019849 2151:0.024168 2152:0.019345 2226:0.028523 2227:0.082666 2417:0.052113 2421:0.019715 2424:0.024758 2438:0.022953 2460:0.019638 2578:0.029471 2584:0.023194 2637:0.020503 2639:0.019855 2649:0.023475 2654:0.027727 2685:0.124914 2687:0.020858 2696:0.079268 2710:0.057646 2714:0.019574 2785:0.032646 2849:0.042343 2979:0.020996 2998:0.020633 3073:0.020109 3078:0.019827 3091:0.020773 3099:0.031815 3116:0.021385 3118:0.019674 3123:0.020462 3128:0.024490 3207:0.019448 3217:0.020091 3276:0.019828 3321:0.277962 3327:0.841137 3333:0.029711 3336:0.020142 3340:0.020523 3360:0.020633 3361:0.024780 3369:0.022675 3373:0.024403 3374:0.028706
30:0.029739 65:0.028015 118:0.029952 269:0.028092 284:0.031637 290:0.056233 291:0.034957 362:0.026999 423:0.026910 438:0.029619 491:0.032354 590:0.027250 621:0.031997 622:0.032111 665:0.029328 752:0.026184 859:0.030926 861:0.027171 896:0.076846 921:0.026179 969:0.025777 970:0.028473 991:0.031729 1011:0.030946 1023:0.110253 1152:0.099390 1188:0.028853 1194:0.110049 1205:0.274425 1232:0.025776 1247:0.053027 1377:0.031311 1417:0.029737 1437:0.112828 1445:0.040855 1518:0.029815 1542:0.075752 1627:0.086581 1674:0.045270 1675:0.039944 1694:0.050308 1726:0.048427 1755:0.029069 1780:0.031412 1781:0.059234 1810:0.027910 1842:0.029971 1905:0.452456 1906:0.119232 1911:0.299920 1922:0.093769 1926:0.026217 1958:0.073124 1967:0.040180 1970:0.072086 1976:0.039038 2119:0.027230 2231:0.027896 2232:0.039344 2315:0.039127 2384:0.028132 2417:0.038609 2438:0.030336 2460:0.031362 2461:0.039027 2626:0.030916 2628:0.037380 2649:0.030788 2685:0.585967 2687:0.038294 2696:0.032966 2710:0.044827 2714:0.034177 2785:0.035495 2788:0.076639 2885:0.035692 2942:0.026169 3057:0.035537 3078:0.075333 3079:0.036794 3090:0.038594 3099:0.034734 3116:0.030643 3123:0.033105 3128:0.038684 3165:0.043822 3174:0.026525 3230:0.037166 3275:0.028644 3276:0.033580 3321:0.462367 3322:0.029181 3327:0.988646 3340:0.027735 3360:0.043605 3361:0.100027 3363:0.049108 3369:0.026805 3373:0.058510 3374:0.028131
49:0.028995 50:0.045257 58:0.040590 158:0.036144 208:0.051315 257:0.031253 290:0.081573 291:0.043173 305:0.034739 369:0.031573 452:0.037292 463:0.061336 465:0.087519 466:0.070240 483:0.062245 488:0.028756 491:0.071785 537:0.032340 539:0.034093 718:0.055273 745:0.036279 749:0.048590 834:0.029364 859:0.029224 877:0.035867 969:0.043065 994:0.075003 1055:0.029999 1200:0.042633 1209:0.031637 1318:0.031881 1330:0.073266 1350:0.031091 1396:0.034509 1417:0.034528 1420:0.029079 1437:0.029138 1449:0.047243 1532:0.332835 1547:0.036355 1575:0.039946 1576:0.033466 1627:0.340481 1658:0.046763 1674:0.028419 1680:0.029487 1693:0.032590 1694:0.090512 1781:0.032213 1787:0.266587 1859:0.074444 1909:0.030149 1943:0.032769 1967:0.029450 2090:0.109904 2133:0.034728 2152:0.033789 2186:0.041592 2187:0.071699 2270:0.035910 2271:0.082393 2281:0.029324 2327:0.029486 2337:0.036288 2384:0.031270 2397:0.030993 2411:0.032197 2417:0.074377 2537:0.032388 2542:0.030024 2564:0.030251 2584:0.031652 2639:0.032469 2685:0.040586 2687:0.030000 2710:0.108230 2814:0.056706 2815:0.029338 2845:0.029224 2898:0.062860 2900:0.028558 2902:0.034275 2903:0.030511 2904:0.055892 2907:0.058080 2911:0.046512 3045:0.049600 3052:0.032383 3060:0.031255 3065:0.105507 3116:0.040378 3123:0.029233 3128:0.043786 3136:0.044699 3242:0.032910 3297:0.092644 3298:0.198591 3321:0.392031 3327:1.000000 3342:0.031753
172:0.217734 218:0.077474 268:0.030512 290:0.049684 291:0.054812 297:0.030711 316:0.032508 337:0.036158 349:0.043291 383:0.066931 415:0.034094 417:0.031748 520:0.052504 576:0.050932 611:0.049414 704:0.049452 708:0.051724 769:0.035944 778:0.054973 816:0.034819 883:0.120130 969:0.038477 970:0.039404 990:0.034033 1006:0.052844 1011:0.789916 1023:0.031376 1057:0.040035 1068:0.033881 1074:0.045108 1152:0.069185 1176:0.031286 1202:0.049927 1411:0.032043 1412:0.047949 1439:0.069297 1563:0.042916 1575:0.037717 1588:0.035471 1749:0.052627 1768:0.036857 1773:0.033294 1827:0.047008 1837:0.038672 1845:0.053663 1854:0.034350 2047:0.039146 2084:0.068208 2111:0.040952 2121:0.055184 2160:0.055482 2162:0.043105 2171:0.032236 2327:0.044857 2332:0.035196 2419:0.034884 2438:0.031858 2557:0.040554 2565:0.030561 2571:0.031785 2573:0.895975 2582:0.041153 2619:0.442767 2620:0.281673 2649:0.032729 2685:0.346629 2687:0.035458 2709:0.062441 2710:0.086623 2716:0.039468 2810:0.056557 2818:0.043456 2911:0.978734 2913:0.058392 2914:0.109861 2916:0.117262 2959:0.072512 2970:0.073544 2971:0.039376 3055:0.168831 3060:0.093105 3063:0.081143 3082:0.030941 3085:0.998467 3086:1.000000 3114:0.031941 3128:0.033835 3134:0.042689 3136:0.108250 3160:0.032652 3162:0.045642 3185:0.048658 3192:0.035208 3307:0.038522 3321:0.203661 3327:0.992038 3330:0.040133 3363:0.198240 3369:0.043870 3385:0.035791
7:0.049449 30:0.052224 58:0.073325 107:0.037518 165:0.039825 180:0.036382 211:0.674484 212:0.283732 234:0.035297 241:0.038551 290:0.040995 308:0.080896 317:0.049521 369:0.034996 458:0.090424 459:0.036678 489:0.049932 556:0.040263 562:0.066319 669:0.055209 749:0.047572 805:0.058109 896:0.491677 899:0.074450 921:0.049551 953:0.040062 1039:0.042855 1205:0.111305 1236:0.046689 1244:0.035668 1287:0.037033 1294:0.051222 1350:0.038678 1353:0.040628 1480:0.044486 1481:0.036681 1529:0.056586 1535:0.059050 1563:0.035265 1569:0.035904 1624:0.044278 1627:0.972279 1629:0.081228 1694:0.045416 1714:0.038361 1725:0.041227 1731:0.057359 1732:0.083619 1742:0.061746 1781:0.054873 1783:0.036010 1867:0.037055 1901:0.034571 1902:0.045161 1913:0.037383 1937:0.041074 1941:0.034752 2042:0.048463 2090:0.043654 2126:0.037225 2142:0.059731 2223:0.036137 2246:0.160888 2248:0.048553 2315:0.055648 2325:0.038578 2370:0.037797 2417:0.132185 2470:0.035968 2505:0.037113 2578:0.046515 2584:0.066969 2587:0.036207 2591:0.036263 2630:0.044973 2631:0.069821 2685:0.118390 2710:0.044462 2714:0.043544 2724:0.041174 2785:0.037311 2898:0.040450 2908:0.053626 2950:0.035416 2951:0.042993 2967:0.047476 2968:0.044857 2993:0.043677 3089:0.041509 3111:0.035165 3118:0.041823 3174:0.034802 3224:0.084059 3225:0.116006 3260:0.034733 3286:0.042888 3321:0.127455 3327:0.713259 3354:0.035532 3369:0.038365
26:0.106415 30:0.026959 33:0.034105 59:0.028934 107:0.026308 172:0.027028 191:0.034115 218:0.205647 268:0.047123 290:0.066364 306:0.022824 383:0.026341 408:0.037357 417:0.042663 481:0.164118 543:0.023049 544:0.028090 576:0.025953 577:0.026170 704:0.109831 708:0.029092 745:0.030692 752:0.044535 754:0.024695 756:0.026865 766:0.023316 769:0.038740 777:0.023366 778:0.043039 780:0.023767 785:0.023417 787:0.024594 883:0.081628 994:0.064157 1009:0.030478 1011:0.220490 1074:0.030326 1202:0.200721 1381:0.022244 1406:0.026335 1411:0.030903 1439:0.027525 1521:0.024527 1548:0.034773 1575:0.025648 1588:0.025425 1633:0.025645 1745:0.022611 1781:0.023821 1791:0.022266 1803:0.029154 1845:0.059413 1854:0.034151 1905:0.041986 1909:0.024100 1910:0.022349 1933:0.030195 2084:0.022550 2124:0.034446 2146:0.022213 2171:0.024864 2315:0.040346 2337:0.032742 2419:0.023527 2449:0.022665 2485:0.022608 2557:0.026284 2568:0.026985 2571:0.022379 2573:0.591808 2574:0.022886 2619:0.064094 2620:0.022806 2661:0.028141 2685:0.259668 2710:0.144399 2753:0.022713 2755:0.026666 2782:0.024302 2806:0.023130 2911:0.256028 2913:0.024469 2914:0.026688 2916:0.043670 2960:0.023218 3055:0.043199 3063:0.045234 3085:0.115341 3086:0.211811 3088:0.023851 3107:0.023692 3110:0.114534 3134:0.032830 3136:0.372080 3321:0.315432 3327:0.875439 3330:0.022829 3342:0.022486 3363:0.036665 3369:0.029822
30:0.039922 58:0.035521 59:0.034922 180:0.077050 228:0.035747 242:0.033445 281:0.055297 290:0.044240 291:0.038735 339:0.064228 369:0.036830 389:0.105121 483:0.034580 490:0.048550 514:0.036767 516:0.034209 555:0.034349 562:0.050898 609:0.038862 666:0.034134 791:0.033980 843:0.045296 866:0.036936 904:0.037724 921:0.035345 953:0.049285 967:0.052064 1068:0.037822 1182:0.054216 1248:0.040266 1252:0.243574 1377:0.041114 1413:0.037437 1481:0.036548 1488:0.050719 1496:0.139814 1499:0.037422 1503:0.100733 1504:0.319262 1513:0.052535 1624:0.109546 1625:0.045350 1626:0.035702 1627:0.999982 1633:0.037482 1638:0.051463 1642:0.036741 1742:0.033436 1746:0.043069 1781:0.037003 1786:0.049818 1808:0.034905 1810:0.051013 1830:0.033504 1992:0.042492 2063:0.053625 2142:0.355833 2250:0.048967 2251:0.033969 2315:0.075797 2504:0.060220 2507:0.073878 2547:0.039998 2587:0.043842 2637:0.035688 2684:0.049527 2685:0.223430 2714:0.055563 2721:0.035779 2759:0.139947 2785:0.037109 2898:0.043007 2967:0.046885 2979:0.037257 2984:0.111521 2993:0.063198 3040:0.042111 3081:0.041193 3091:0.034743 3111:0.033631 3115:0.040894 3118:0.047645 3120:0.042797 3121:0.049266 3168:0.060809 3174:0.036947 3182:0.066635 3207:0.035344 3233:0.040206 3286:0.955128 3287:0.139149 3288:0.099462 3295:0.040082 3321:0.403508 3327:0.720726 3340:0.035213 3367:0.041889 3375:0.180890 3376:0.187094 3377:0.218269
92:0.023583 110:0.020536 111:0.023082 115:0.022449 119:0.020826 268:0.019232 290:0.024526 293:0.020403 318:0.020624 358:0.044328 501:0.033400 513:0.074818 594:0.019586 690:0.019230 785:0.019577 832:0.020731 909:0.019939 953:0.021756 970:0.027815 971:0.020443 972:0.020237 991:0.020930 994:0.078303 1018:0.021561 1023:0.019245 1042:0.021330 1117:0.020587 1155:0.020060 1157:0.025261 1194:0.027776 1202:0.099151 1211:0.019267 1257:0.020173 1264:0.025113 1282:0.019206 1341:0.039013 1365:0.102542 1367:0.021406 1374:0.021005 1387:0.029469 1449:0.026956 1518:0.023654 1547:0.029851 1561:0.063672 1594:0.020174 1633:0.024120 1714:0.019703 1746:0.027251 1781:0.084202 1794:0.023532 1922:0.022527 1935:0.020853 1949:0.042221 1950:0.032019 1951:0.046378 2013:0.020257 2069:0.019934 2071:0.022246 2160:0.025830 2163:0.020158 2180:0.021821 2247:0.019921 2256:0.019523 2352:0.020823 2355:0.019560 2370:0.028931 2438:0.019565 2462:0.216221 2545:0.030223 2563:0.020141 2564:0.049759 2578:0.053214 2649:0.030539 2659:0.020249 2663:0.020149 2685:0.028254 2710:0.109423 2716:0.031996 2721:0.019600 2785:0.019910 2788:0.229462 2871:0.020435 2898:0.037764 2990:0.019385 3057:0.027858 3062:0.032230 3065:0.042298 3075:0.085264 3078:0.021857 3079:0.021783 3123:0.024957 3128:0.023696 3210:0.023482 3213:0.020799 3217:0.021112 3270:0.032014 3271:0.021007 3278:0.020041 3321:0.427220 3327:0.591663
19:0.022917 65:0.029356 67:0.022276 99:0.044147 118:0.029987 170:0.022633 176:0.055721 218:0.039925 266:0.095907 268:0.344250 284:0.027583 290:0.049182 291:0.023644 466:0.085461 543:0.027237 545:0.048234 546:0.023326 551:0.023263 584:0.022110 586:0.024019 594:0.024187 704:0.036685 725:0.065808 766:0.025491 769:0.099615 773:0.028246 777:0.049605 782:0.023770 785:0.023554 787:0.026829 877:0.023780 883:0.051135 929:0.033240 953:0.029601 969:0.111481 970:0.022079 991:0.026001 994:0.113352 1011:0.082878 1042:0.042178 1074:0.054092 1152:0.092211 1194:0.038625 1439:0.029021 1584:0.030056 1627:0.043705 1694:0.030047 1725:0.032745 1755:0.024088 1773:0.023360 1781:0.048514 1784:0.029227 1845:0.035963 1853:0.035841 1854:0.024735 1903:0.023985 1905:0.084562 1922:0.022669 1943:0.022897 2009:0.029703 2104:0.044486 2119:0.025123 2146:0.022006 2147:0.021873 2161:0.032386 2419:0.028297 2424:0.024157 2438:0.026588 2557:0.048725 2559:0.029844 2571:0.022021 2573:0.358229 2582:0.022659 2584:0.024631 2685:0.383721 2688:0.021816 2710:0.086871 2716:0.051047 2739:0.025563 2785:0.058203 2788:0.052154 2875:0.027128 2882:0.030582 2911:0.162760 2912:0.040056 2914:0.031951 2916:0.042408 2996:0.027562 2998:0.022377 3036:0.030718 3065:0.042365 3079:0.022149 3096:0.027538 3107:0.021895 3192:0.022295 3215:0.085942 3217:0.021764 3321:0.317591 3327:0.839315 3363:0.057998
49:0.042706 57:0.032875 59:0.023827 93:0.032342 183:0.025853 207:0.023923 228:0.025750 269:0.025707 290:0.028225 369:0.033993 375:0.192836 376:0.086905 466:0.030451 499:0.026042 516:0.026888 555:0.025561 590:0.029747 640:0.034675 676:0.029960 826:0.028712 832:0.030422 896:0.032575 921:0.029698 953:0.034498 970:0.042652 991:0.025611 994:0.090025 1063:0.023876 1084:0.038460 1090:0.026836 1205:0.031971 1209:0.024730 1212:0.034595 1377:0.032007 1437:0.084789 1445:0.025626 1461:0.085333 1467:0.156611 1469:0.042971 1489:0.060733 1490:0.062532 1518:0.024000 1561:0.034692 1563:0.029730 1566:0.094623 1609:0.044223 1633:0.034881 1733:0.074691 1742:0.027472 1746:0.043341 1877:0.034296 1967:0.074580 1969:0.027716 1970:0.032184 2004:0.023953 2047:0.041818 2090:0.030448 2115:0.034487 2127:0.028904 2184:0.027023 2186:0.025662 2187:0.029302 2203:0.898531 2206:0.051832 2212:0.025425 2213:0.047700 2216:0.024585 2217:0.025642 2230:0.046534 2424:0.035690 2513:0.109693 2564:0.042000 2614:0.031642 2628:0.050590 2633:0.030531 2637:0.026993 2663:0.025614 2685:0.597950 2716:0.043179 2740:0.366810 2785:0.058109 2919:0.048632 2920:0.025748 2927:0.027465 2979:0.028784 2998:0.029210 3000:0.037603 3073:0.024401 3075:0.027467 3124:0.027267 3125:0.029814 3128:0.027558 3132:0.047034 3194:0.026732 3236:0.026523 3247:0.029118 3321:0.249887 3327:0.816563 3342:0.034540 3354:0.056900
19:0.019949 65:0.019889 126:0.021762 173:0.027967 223:0.029148 242:0.019305 291:0.021849 303:0.019987 374:0.021044 434:0.025268 442:0.023107 444:0.138667 446:0.022195 468:0.023761 482:0.025821 564:0.040464 594:0.019768 603:0.026902 631:0.024222 676:0.022028 785:0.019966 847:0.037305 953:0.019663 969:0.028495 970:0.019832 1017:0.024491 1025:0.027561 1044:0.069319 1045:0.022490 1061:0.021843 1065:0.031151 1152:0.023448 1194:0.020238 1210:0.019476 1285:0.020186 1311:0.019463 1356:0.034141 1376:0.033583 1379:0.025561 1381:0.023789 1426:0.021921 1481:0.035065 1485:0.023955 1486:0.038342 1559:0.020675 1561:0.020877 1593:0.021558 1594:0.663401 1595:0.034603 1597:0.029276 1598:0.020912 1600:0.025481 1647:0.021119 1649:0.020756 1691:0.022530 1694:0.022297 1697:0.025315 1742:0.020917 1746:0.028849 1810:0.022103 1884:0.019297 1949:0.021828 1996:0.019770 2064:0.022291 2089:0.026323 2095:0.134149 2098:0.171081 2113:0.021011 2129:0.020269 2247:0.022597 2265:0.020733 2266:0.021345 2281:0.020344 2303:0.025355 2424:0.020823 2463:0.040670 2483:0.020239 2547:0.019321 2603:0.019667 2609:0.019914 2684:0.021139 2685:0.065812 2710:0.044005 2716:0.020729 2757:0.020095 2788:0.101560 2883:0.021196 2996:0.022559 2998:0.019500 3011:0.026020 3031:0.023655 3078:0.023749 3099:0.023693 3217:0.019708 3219:0.022775 3265:0.022703 3272:0.027340 3321:0.282044 3327:0.867242 3361:0.019437
